
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
 \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
  '  |____| .__|_| |_|_| |_\__, | / / / /
 =========|_|==============|___/=/_/_/_/

 :: Spring Boot ::                (v3.5.7)

2025-11-07T23:51:31.598+05:00  INFO 31949 --- [           main] c.e.c.ContactManagerApplication          : Starting ContactManagerApplication v0.0.1-SNAPSHOT using Java 23.0.1 with PID 31949 (/Users/soniasoofi/Desktop/contact-manager/target/contact-manager-0.0.1-SNAPSHOT.jar started by soniasoofi in /Users/soniasoofi/Desktop/contact-manager)
2025-11-07T23:51:31.601+05:00  INFO 31949 --- [           main] c.e.c.ContactManagerApplication          : No active profile set, falling back to 1 default profile: "default"
2025-11-07T23:51:31.919+05:00  INFO 31949 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-11-07T23:51:31.941+05:00  INFO 31949 --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 17 ms. Found 2 JPA repository interfaces.
2025-11-07T23:51:32.160+05:00  INFO 31949 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http)
2025-11-07T23:51:32.167+05:00  INFO 31949 --- [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2025-11-07T23:51:32.167+05:00  INFO 31949 --- [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.48]
2025-11-07T23:51:32.179+05:00  INFO 31949 --- [           main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2025-11-07T23:51:32.180+05:00  INFO 31949 --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 558 ms
2025-11-07T23:51:32.254+05:00  INFO 31949 --- [           main] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2025-11-07T23:51:32.289+05:00  INFO 31949 --- [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.6.33.Final
2025-11-07T23:51:32.305+05:00  INFO 31949 --- [           main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled
2025-11-07T23:51:32.425+05:00  INFO 31949 --- [           main] o.s.o.j.p.SpringPersistenceUnitInfo      : No LoadTimeWeaver setup: ignoring JPA class transformer
2025-11-07T23:51:32.438+05:00  INFO 31949 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2025-11-07T23:51:32.529+05:00  INFO 31949 --- [           main] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3f1158ee
2025-11-07T23:51:32.530+05:00  INFO 31949 --- [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2025-11-07T23:51:32.570+05:00  INFO 31949 --- [           main] org.hibernate.orm.connections.pooling    : HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 8.4.7
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2025-11-07T23:51:32.922+05:00  INFO 31949 --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-11-07T23:51:32.961+05:00  INFO 31949 --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-11-07T23:51:33.095+05:00  WARN 31949 --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-11-07T23:51:33.108+05:00  WARN 31949 --- [           main] .s.s.UserDetailsServiceAutoConfiguration : 

Using generated security password: 842cfbdb-72cd-4d5d-8c03-ea2b2ca12871

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2025-11-07T23:51:33.112+05:00  INFO 31949 --- [           main] r$InitializeUserDetailsManagerConfigurer : Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2025-11-07T23:51:33.305+05:00  INFO 31949 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port 8080 (http) with context path '/'
2025-11-07T23:51:33.312+05:00  INFO 31949 --- [           main] c.e.c.ContactManagerApplication          : Started ContactManagerApplication in 1.895 seconds (process running for 2.111)
2025-11-07T23:52:15.395+05:00  INFO 31949 --- [nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-07T23:52:15.395+05:00  INFO 31949 --- [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2025-11-07T23:52:15.396+05:00  INFO 31949 --- [nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
Hibernate: select u1_0.id from users u1_0 where u1_0.email=? limit ?
Hibernate: insert into users (email,first_name,last_name,password) values (?,?,?,?)
2025-11-07T23:52:15.589+05:00  INFO 31949 --- [nio-8080-exec-1] c.e.c.controller.AuthController          : Registered user alice@example.com
2025-11-08T00:12:06.787+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m34s132ms).
2025-11-08T00:29:34.242+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m27s455ms).
2025-11-08T00:48:03.089+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m58s811ms).
2025-11-08T01:04:25.932+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m22s842ms).
2025-11-08T01:21:45.562+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m19s631ms).
2025-11-08T01:37:35.438+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m49s876ms).
2025-11-08T01:56:02.246+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=18m26s808ms).
2025-11-08T02:13:33.526+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m31s280ms).
2025-11-08T02:31:14.339+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m40s813ms).
2025-11-08T02:48:28.378+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m14s39ms).
2025-11-08T03:12:33.765+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=24m5s387ms).
2025-11-08T03:28:12.551+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m38s786ms).
2025-11-08T03:44:07.379+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s827ms).
2025-11-08T04:14:22.193+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=29m44s797ms).
2025-11-08T04:30:10.024+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m47s830ms).
2025-11-08T04:47:34.887+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m24s864ms).
2025-11-08T05:16:17.404+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=28m42s517ms).
2025-11-08T05:32:37.236+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m19s830ms).
2025-11-08T05:48:26.090+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m48s856ms).
2025-11-08T06:16:48.554+05:00  WARN 31949 --- [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=27m52s486ms).
